item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0004485,video,fr,false,true,COLL-018,"machine learning,poster,audio interview",256.92,22,22739,96,14230.75,2024,214,1
ITEM-0004486,audio,de,false,true,COLL-020,training material,352.66,50,23240,98,10360.23,2019,355,1
ITEM-0004487,audio,fr,true,true,COLL-012,training material,264.79,22,33068,91,6634.28,2015,243,3
ITEM-0004488,audio,it,false,true,COLL-006,"audio interview,metadata quality,video lecture",388.54,44,37091,95,13857.5,2024,300,3
ITEM-0004489,audio,fr,true,true,COLL-002,"policy,poster,training material",148.89,7,34469,86,10694.3,2019,320,2
ITEM-0004490,video,en,true,true,COLL-008,policy,473.03,29,29736,88,2913.24,2023,362,1
ITEM-0004491,audio,es,false,true,COLL-008,"policy,video lecture,thesis",425.95,37,38797,89,12438.68,2017,101,2
ITEM-0004492,audio,fr,false,true,COLL-002,digital preservation,158.66,25,32901,90,4235.89,2023,338,1
ITEM-0004493,audio,ar,true,true,COLL-005,"policy,audio interview,machine learning",238.86,22,38224,86,8479.96,2015,343,3
ITEM-0004494,video,fr,false,true,COLL-018,"machine learning,digital preservation,metadata quality",490.95,42,27188,96,9618.18,2022,324,2
ITEM-0004495,video,es,false,true,COLL-009,"policy,linguistics",238.1,9,34182,83,10140.79,2022,348,3
ITEM-0004496,audio,fr,true,true,COLL-003,"linguistics,policy",366.99,27,35367,85,8373.55,2023,301,3
ITEM-0004497,audio,en,false,true,COLL-009,"accessibility,video lecture,training material",122.12,13,38464,88,12211.0,2023,109,3
ITEM-0004498,audio,de,false,false,COLL-007,audio interview,468.76,31,31924,84,10780.43,2018,97,2
ITEM-0004499,audio,en,false,true,COLL-004,"audio interview,machine learning,policy",359.65,15,15691,80,4370.52,2015,208,1
ITEM-0004500,video,de,false,true,COLL-010,machine learning,250.85,11,29317,98,8177.86,2024,203,1
ITEM-0004501,video,en,false,true,COLL-008,"digital preservation,training material,poster",246.76,41,39665,89,13540.85,2018,283,2
ITEM-0004502,video,en,false,true,COLL-005,"accessibility,audio interview",332.16,42,29980,92,3638.15,2021,189,1
ITEM-0004503,video,de,false,true,COLL-018,"digital preservation,machine learning",264.72,35,19669,91,6715.76,2019,320,2
ITEM-0004504,audio,it,true,true,COLL-008,policy,199.53,49,22304,85,5033.06,2023,159,1
ITEM-0004505,video,fr,false,true,COLL-002,thesis,487.46,23,27443,89,3032.42,2021,60,2
ITEM-0004506,video,en,false,true,COLL-003,"thesis,training material",394.04,7,31637,87,4112.03,2018,356,3
ITEM-0004507,audio,zh,false,true,COLL-003,"linguistics,accessibility,thesis",318.35,41,30993,85,8242.79,2025,48,2
ITEM-0004508,audio,zh,false,true,COLL-007,"audio interview,policy",434.18,27,16251,84,6165.41,2024,333,1
ITEM-0004509,video,fa,false,true,COLL-004,"accessibility,video lecture",191.87,50,20530,87,8223.44,2018,224,2
ITEM-0004510,video,fr,false,true,COLL-007,"metadata quality,linguistics,video lecture",296.07,4,33294,94,10470.6,2020,18,3
ITEM-0004511,audio,fr,false,true,COLL-011,"policy,audio interview,video lecture",171.92,41,18443,100,6978.35,2016,71,2
ITEM-0004512,video,fa,false,false,COLL-016,"thesis,metadata quality,audio interview",276.37,10,34795,98,10310.04,2015,73,2
ITEM-0004513,audio,zh,false,true,COLL-002,"machine learning,poster,video lecture",441.8,32,22556,86,7073.09,2017,10,1
ITEM-0004514,audio,de,true,true,COLL-012,"video lecture,policy,audio interview",321.57,35,39609,80,5710.67,2017,158,2
ITEM-0004515,video,fr,true,true,COLL-008,"machine learning,digital preservation",301.28,26,27969,89,9757.35,2017,203,2
ITEM-0004516,audio,de,false,false,COLL-013,"policy,poster",466.42,50,24153,96,9628.24,2021,338,1
ITEM-0004517,audio,ar,false,true,COLL-014,metadata quality,476.06,22,38288,91,5262.12,2016,307,2
ITEM-0004518,audio,fa,false,true,COLL-007,"accessibility,poster",292.73,39,32648,82,13871.21,2024,366,3
ITEM-0004519,video,it,false,true,COLL-003,"audio interview,policy",155.06,10,21107,92,7839.5,2022,319,1
ITEM-0004520,audio,it,false,true,COLL-015,"accessibility,metadata quality,digital preservation",302.07,22,24177,85,2982.21,2025,1,1
ITEM-0004521,audio,fa,false,true,COLL-015,"training material,digital preservation,thesis",294.87,16,23953,84,11967.68,2019,216,3
ITEM-0004522,audio,it,false,true,COLL-012,"thesis,poster",389.29,36,38834,100,11724.99,2024,299,3
ITEM-0004523,video,fr,false,false,COLL-019,"policy,linguistics,thesis",190.34,36,29871,83,8592.26,2023,117,1
ITEM-0004524,video,de,false,true,COLL-014,"video lecture,machine learning,poster",244.78,44,26575,83,13565.5,2022,2,3
ITEM-0004525,audio,de,false,true,COLL-004,"metadata quality,digital preservation",355.68,30,23553,94,9914.6,2023,204,3
ITEM-0004526,audio,fa,false,false,COLL-008,"metadata quality,policy,poster",464.93,29,32846,99,13757.37,2024,348,3
ITEM-0004527,video,de,false,true,COLL-015,"video lecture,machine learning",434.54,15,27638,87,9995.05,2016,160,2
ITEM-0004528,audio,en,true,true,COLL-005,"linguistics,digital preservation,machine learning",217.6,46,18743,100,9239.02,2025,253,1
ITEM-0004529,video,es,false,true,COLL-014,"accessibility,metadata quality,poster",428.01,32,15393,100,8188.93,2024,205,2
ITEM-0004530,audio,fr,false,true,COLL-010,"metadata quality,linguistics",219.17,9,15120,85,9161.54,2015,108,3
ITEM-0004531,video,fa,false,true,COLL-013,"policy,machine learning",151.69,45,30498,93,6511.29,2021,109,2
ITEM-0004532,audio,de,false,true,COLL-017,"machine learning,poster",233.51,13,32364,86,9070.54,2023,167,1
ITEM-0004533,video,zh,false,true,COLL-015,"digital preservation,policy",339.61,39,27955,83,4890.74,2020,39,1
ITEM-0004534,video,en,false,false,COLL-010,"digital preservation,machine learning",199.68,4,23580,90,9344.15,2022,237,3
ITEM-0004535,audio,fa,false,true,COLL-009,"accessibility,training material",406.03,45,27727,84,7770.08,2024,17,2
ITEM-0004536,audio,es,false,true,COLL-003,"poster,policy",349.59,35,28427,82,10909.41,2020,182,1
ITEM-0004537,audio,en,false,true,COLL-014,"digital preservation,thesis",298.55,4,16523,92,13714.87,2016,291,1
ITEM-0004538,video,es,false,true,COLL-011,"metadata quality,digital preservation,accessibility",314.42,12,25471,84,5604.38,2015,122,1
ITEM-0004539,video,es,true,true,COLL-013,"audio interview,video lecture",176.19,42,23448,80,4681.45,2021,172,1
ITEM-0004540,audio,fa,false,true,COLL-011,poster,180.53,21,27762,90,3841.2,2023,13,2
ITEM-0004541,video,fr,true,true,COLL-007,"accessibility,audio interview,thesis",368.77,40,31752,85,7469.04,2019,58,2
ITEM-0004542,video,zh,false,true,COLL-019,metadata quality,444.97,12,22744,92,3883.55,2020,224,3
ITEM-0004543,video,es,true,true,COLL-002,"accessibility,linguistics",347.12,9,33551,97,4029.79,2023,307,1
ITEM-0004544,video,it,false,true,COLL-001,poster,204.96,40,32708,93,5670.69,2024,304,1
ITEM-0004545,audio,it,false,true,COLL-017,"poster,video lecture,thesis",158.19,40,30857,100,12085.96,2018,282,1
ITEM-0004546,audio,de,false,false,COLL-016,thesis,397.47,29,33923,88,13941.61,2025,247,3
ITEM-0004547,audio,fr,false,false,COLL-014,"linguistics,poster,audio interview",478.35,6,23283,80,12845.84,2022,178,2
ITEM-0004548,audio,fr,false,true,COLL-018,"video lecture,training material",361.55,50,23651,83,11886.16,2025,210,1
ITEM-0004549,audio,de,false,true,COLL-003,audio interview,262.56,36,23504,86,13683.08,2020,320,2
ITEM-0004550,video,es,false,true,COLL-011,"accessibility,policy",286.42,32,25316,89,7342.32,2016,328,1
ITEM-0004551,video,fr,false,true,COLL-013,policy,473.1,10,22409,82,4777.05,2023,66,1
ITEM-0004552,audio,ar,false,true,COLL-009,policy,224.07,14,38333,87,6531.87,2015,154,3
ITEM-0004553,video,zh,false,false,COLL-006,"thesis,machine learning",179.3,37,27812,86,5870.96,2024,31,2
ITEM-0004554,audio,fr,false,true,COLL-019,digital preservation,466.83,4,25483,83,12106.37,2025,226,3
ITEM-0004555,video,en,false,false,COLL-014,policy,148.7,2,30225,87,5120.47,2022,178,2
ITEM-0004556,audio,zh,false,true,COLL-012,poster,182.46,9,28440,89,4968.12,2020,48,3
ITEM-0004557,video,de,false,false,COLL-002,"digital preservation,policy,training material",287.82,22,26006,84,8982.55,2019,111,3
ITEM-0004558,video,es,false,true,COLL-014,"video lecture,linguistics,digital preservation",281.55,27,29455,89,8957.09,2023,23,2
ITEM-0004559,audio,fa,false,true,COLL-013,"training material,video lecture",455.48,49,34552,83,3116.65,2017,138,2
ITEM-0004560,audio,es,true,true,COLL-007,"linguistics,video lecture,digital preservation",353.08,8,17380,83,5168.14,2021,297,1
ITEM-0004561,audio,ar,false,true,COLL-011,"training material,machine learning,metadata quality",216.33,23,37573,99,7384.23,2018,360,2
ITEM-0004562,video,zh,false,true,COLL-013,digital preservation,338.02,31,32978,89,5511.6,2020,338,3
ITEM-0004563,video,en,false,true,COLL-004,"training material,poster,machine learning",419.59,37,16145,98,11544.49,2019,38,3
ITEM-0004564,audio,es,false,true,COLL-019,thesis,191.18,30,31287,80,12003.43,2017,64,2
ITEM-0004565,audio,it,false,true,COLL-018,"accessibility,digital preservation",197.08,29,30235,92,12031.07,2018,320,1
ITEM-0004566,audio,de,false,true,COLL-018,"audio interview,machine learning,linguistics",475.91,15,18406,94,9578.89,2019,70,1
ITEM-0004567,audio,es,true,true,COLL-011,"linguistics,audio interview",408.01,12,24019,93,4721.78,2016,34,1
ITEM-0004568,video,es,true,true,COLL-013,"accessibility,machine learning,policy",237.81,10,15504,96,11505.36,2018,128,3
ITEM-0004569,audio,ar,false,true,COLL-013,policy,158.87,48,34023,95,8369.86,2017,218,2
ITEM-0004570,audio,zh,true,true,COLL-001,digital preservation,192.31,3,25081,95,4711.67,2022,44,1
ITEM-0004571,audio,zh,false,true,COLL-011,"machine learning,accessibility",148.62,46,28918,97,6706.45,2024,336,3
ITEM-0004572,video,fa,false,true,COLL-010,"poster,training material",179.42,11,17717,80,5639.76,2019,320,3
ITEM-0004573,video,es,false,true,COLL-007,poster,413.19,49,21759,86,7178.77,2015,143,1
ITEM-0004574,video,fa,false,true,COLL-002,"digital preservation,policy,thesis",461.47,31,32207,99,2719.65,2015,276,1
ITEM-0004575,audio,es,false,true,COLL-013,"digital preservation,video lecture",458.2,30,27777,84,5818.49,2023,275,3
ITEM-0004576,video,de,false,true,COLL-014,"audio interview,policy,poster",413.22,12,39050,96,12172.53,2016,215,1
ITEM-0004577,audio,fr,false,true,COLL-005,"machine learning,metadata quality",200.93,17,20143,84,5614.76,2022,365,3
ITEM-0004578,video,fa,false,false,COLL-015,"video lecture,machine learning",147.33,19,36157,92,10716.69,2015,83,2
ITEM-0004579,audio,fa,false,true,COLL-009,linguistics,471.11,34,36832,93,9926.35,2019,106,1
ITEM-0004580,video,fa,false,true,COLL-009,"metadata quality,machine learning",408.65,36,26107,82,4526.88,2017,29,1
ITEM-0004581,audio,fa,false,true,COLL-003,"machine learning,audio interview",233.9,18,19821,89,3382.05,2018,87,1
ITEM-0004582,video,it,false,false,COLL-001,"thesis,accessibility",273.47,2,38565,87,3011.67,2016,292,2
ITEM-0004583,video,it,false,true,COLL-020,policy,439.35,34,39794,99,10926.65,2020,68,1
ITEM-0004584,video,fr,false,true,COLL-003,training material,299.51,20,21076,95,13358.64,2016,357,3
ITEM-0004585,audio,fa,false,true,COLL-019,"training material,policy,poster",373.5,9,18472,100,7523.01,2020,242,3
ITEM-0004586,video,en,false,true,COLL-006,"video lecture,metadata quality",351.52,33,36584,99,12573.09,2021,196,1
ITEM-0004587,audio,fr,false,true,COLL-013,"audio interview,training material,accessibility",486.22,36,16206,80,6143.29,2020,109,2
ITEM-0004588,video,de,false,true,COLL-018,"metadata quality,video lecture,accessibility",131.48,25,17432,85,5928.07,2025,99,2
ITEM-0004589,audio,it,false,false,COLL-010,"policy,machine learning",473.37,23,18632,80,6634.55,2020,232,1
ITEM-0004590,audio,de,false,true,COLL-001,"video lecture,thesis",163.16,2,19538,98,7091.33,2016,254,3
ITEM-0004591,video,fr,false,true,COLL-008,"linguistics,accessibility",375.97,35,30473,82,5138.52,2018,260,3
ITEM-0004592,video,ar,false,true,COLL-002,"machine learning,linguistics",181.82,37,32856,80,6343.57,2017,167,2
ITEM-0004593,video,fa,true,true,COLL-002,"video lecture,poster,digital preservation",225.47,2,39465,90,11930.48,2019,174,3
ITEM-0004594,audio,fr,false,true,COLL-016,digital preservation,363.7,33,36395,86,9476.47,2018,284,1
ITEM-0004595,audio,fr,false,true,COLL-006,"accessibility,audio interview,training material",162.08,26,27795,93,9051.89,2024,65,3
ITEM-0004596,audio,it,false,false,COLL-012,"linguistics,training material",350.27,38,36532,91,13096.51,2024,206,3
ITEM-0004597,audio,de,false,true,COLL-010,"poster,thesis",385.5,50,39260,92,12097.03,2018,199,1
ITEM-0004598,video,it,false,true,COLL-011,"metadata quality,accessibility",227.44,19,22627,89,5375.89,2016,216,3
ITEM-0004599,video,en,false,true,COLL-002,"policy,training material",161.39,36,28072,90,13621.55,2015,316,3
ITEM-0004600,video,fr,false,true,COLL-004,"linguistics,policy",307.49,50,39983,93,7584.92,2015,312,3
ITEM-0004601,video,it,false,true,COLL-016,machine learning,206.46,47,32734,94,6120.66,2016,248,1
ITEM-0004602,video,ar,false,true,COLL-004,"audio interview,video lecture",162.49,40,29003,98,13202.78,2018,153,3
ITEM-0004603,audio,fa,false,true,COLL-008,"training material,machine learning,metadata quality",367.91,35,37698,90,9203.9,2017,361,3
ITEM-0004604,video,ar,false,true,COLL-015,training material,455.44,24,24950,88,3944.3,2024,362,2
ITEM-0004605,video,fr,false,true,COLL-014,thesis,448.58,29,38497,90,10109.13,2025,195,3
ITEM-0004606,video,fa,false,false,COLL-013,"linguistics,poster,audio interview",366.59,15,35549,84,14271.76,2023,286,1
ITEM-0004607,video,fa,false,false,COLL-010,"accessibility,training material",415.87,29,33934,95,5111.87,2020,318,2
ITEM-0004608,audio,fa,false,true,COLL-020,"linguistics,video lecture",420.3,23,30805,82,10588.63,2017,360,1
ITEM-0004609,video,en,false,true,COLL-004,"digital preservation,metadata quality",163.12,19,22148,95,6397.97,2015,240,2
ITEM-0004610,audio,de,false,true,COLL-013,policy,353.67,11,30742,99,13948.36,2023,307,2
ITEM-0004611,video,es,false,false,COLL-002,"policy,training material",195.79,12,31928,98,7532.66,2017,62,2
ITEM-0004612,audio,zh,false,true,COLL-001,digital preservation,381.58,8,30029,94,4548.04,2019,268,2
ITEM-0004613,video,ar,false,false,COLL-013,"metadata quality,machine learning",355.09,50,37135,97,5173.3,2023,143,3
ITEM-0004614,video,ar,false,true,COLL-007,machine learning,305.24,28,15037,83,6808.98,2022,291,3
ITEM-0004615,video,fr,false,false,COLL-002,metadata quality,218.93,33,36416,91,8192.44,2020,362,2
ITEM-0004616,video,es,false,true,COLL-002,training material,472.2,31,35446,91,11136.25,2020,25,3
ITEM-0004617,video,it,false,true,COLL-016,audio interview,370.15,10,24346,80,5167.34,2023,17,1
ITEM-0004618,audio,it,false,true,COLL-003,"policy,accessibility",437.15,42,30486,93,7587.82,2025,276,1
ITEM-0004619,video,ar,false,true,COLL-004,"linguistics,metadata quality",175.8,22,37821,81,5803.17,2017,195,3
ITEM-0004620,audio,fr,false,false,COLL-002,"metadata quality,accessibility,machine learning",256.03,27,28825,83,12430.88,2016,306,3
ITEM-0004621,video,de,false,true,COLL-018,audio interview,172.96,45,38235,87,12736.08,2015,101,2
ITEM-0004622,audio,zh,false,true,COLL-015,"audio interview,thesis,linguistics",321.27,1,27993,82,10832.14,2023,164,3
ITEM-0004623,video,es,false,true,COLL-006,thesis,238.43,24,30305,83,10546.38,2019,298,2
ITEM-0004624,audio,it,false,true,COLL-007,accessibility,184.69,40,20917,87,9529.24,2015,41,2
ITEM-0004625,video,en,false,true,COLL-003,"accessibility,poster,thesis",268.99,30,33226,96,10964.89,2019,90,1
ITEM-0004626,video,ar,false,true,COLL-016,poster,441.1,4,37266,97,5203.39,2015,76,3
ITEM-0004627,audio,es,false,true,COLL-002,"digital preservation,policy",446.76,18,15321,99,13720.92,2023,272,1
ITEM-0004628,video,it,false,true,COLL-004,training material,206.36,26,29369,82,11650.28,2024,273,2
ITEM-0004629,audio,en,true,true,COLL-012,"poster,digital preservation,linguistics",268.04,16,37920,90,11212.51,2018,183,3
ITEM-0004630,video,fa,false,false,COLL-012,"linguistics,digital preservation,poster",188.9,17,23891,98,4784.47,2015,113,2
ITEM-0004631,video,es,false,true,COLL-018,video lecture,171.03,45,27614,98,8441.1,2018,41,3
ITEM-0004632,audio,es,false,true,COLL-012,"machine learning,video lecture",425.39,19,18893,90,10757.22,2016,359,1
ITEM-0004633,audio,it,false,true,COLL-016,thesis,149.29,3,35921,85,3348.81,2019,235,3
ITEM-0004634,audio,en,false,true,COLL-012,"machine learning,thesis",249.25,13,29494,96,11106.2,2017,356,1
ITEM-0004635,audio,it,false,true,COLL-016,"poster,digital preservation,machine learning",283.71,12,34020,98,11667.26,2020,133,2
ITEM-0004636,audio,es,false,true,COLL-003,"thesis,policy,machine learning",385.89,40,39415,93,11426.93,2023,176,3
ITEM-0004637,video,fr,false,true,COLL-005,"audio interview,accessibility,machine learning",188.81,32,27547,93,11170.51,2019,122,1
ITEM-0004638,audio,fr,true,true,COLL-019,audio interview,418.59,35,15542,93,4595.69,2015,55,1
ITEM-0004639,video,es,false,true,COLL-008,linguistics,389.58,16,33912,100,4128.64,2024,22,3
ITEM-0004640,audio,es,false,true,COLL-019,"training material,policy,digital preservation",146.04,4,22529,96,9650.92,2024,81,2
ITEM-0004641,audio,it,false,true,COLL-001,"poster,machine learning,linguistics",321.07,3,39516,94,3552.3,2016,212,2
ITEM-0004642,video,fr,false,false,COLL-002,"policy,training material,video lecture",401.67,30,39193,95,12216.7,2019,288,3
ITEM-0004643,video,zh,false,true,COLL-015,"linguistics,audio interview,poster",176.69,40,34234,87,12552.84,2017,40,1
ITEM-0004644,video,zh,false,true,COLL-007,"audio interview,machine learning",324.12,8,37892,100,6620.92,2019,8,3
ITEM-0004645,audio,es,false,false,COLL-017,"policy,audio interview,training material",186.58,22,26880,97,10335.16,2015,39,1
ITEM-0004646,video,fa,false,true,COLL-015,"digital preservation,video lecture,audio interview",243.54,48,35676,82,6672.73,2019,315,3
ITEM-0004647,audio,it,false,true,COLL-012,digital preservation,309.78,16,25832,95,14087.53,2023,186,3
ITEM-0004648,audio,fa,false,false,COLL-017,"policy,audio interview,poster",224.64,8,38476,96,3632.41,2024,183,1
ITEM-0004649,video,es,false,true,COLL-020,policy,280.13,45,33343,86,3753.16,2024,17,1
ITEM-0004650,video,zh,false,false,COLL-008,"machine learning,metadata quality,poster",137.92,8,26180,88,13274.9,2022,274,3
ITEM-0004651,video,fr,false,true,COLL-014,"accessibility,poster",144.78,42,30689,99,2860.0,2023,281,2
ITEM-0004652,audio,en,false,true,COLL-007,"training material,poster",202.84,19,36322,92,11063.05,2025,85,2
ITEM-0004653,video,es,false,true,COLL-014,"poster,video lecture,audio interview",332.78,22,21831,85,11192.75,2021,276,3
ITEM-0004654,video,es,false,true,COLL-017,linguistics,194.62,37,28608,87,4845.75,2018,341,1
ITEM-0004655,audio,it,false,true,COLL-018,"audio interview,digital preservation,policy",472.92,49,20173,95,8338.36,2018,166,1
ITEM-0004656,video,ar,false,true,COLL-006,"audio interview,machine learning,thesis",441.39,21,28941,92,11174.97,2018,59,2
ITEM-0004657,video,zh,false,true,COLL-014,"training material,poster",478.86,26,34588,95,7761.33,2023,114,2
ITEM-0004658,video,de,true,true,COLL-018,accessibility,344.81,11,22103,89,4449.07,2017,43,3
ITEM-0004659,audio,en,false,true,COLL-001,"metadata quality,video lecture",157.26,42,18715,97,8425.42,2021,134,1
ITEM-0004660,video,en,true,true,COLL-003,"accessibility,thesis,metadata quality",290.02,28,32593,85,10487.48,2016,140,3
ITEM-0004661,video,es,false,true,COLL-010,"policy,linguistics,thesis",377.34,22,34419,81,10775.97,2015,132,3
ITEM-0004662,video,zh,true,true,COLL-006,"video lecture,linguistics,metadata quality",254.59,34,31796,87,12147.49,2021,214,2
ITEM-0004663,audio,fr,false,true,COLL-003,"linguistics,poster",445.76,28,22541,87,12311.76,2024,95,2
ITEM-0004664,audio,de,true,true,COLL-003,digital preservation,369.89,12,33288,83,4078.23,2021,159,3
ITEM-0004665,video,fa,false,true,COLL-013,thesis,292.28,34,36006,99,2906.41,2017,356,1
ITEM-0004666,video,fa,false,true,COLL-009,audio interview,491.24,30,23374,86,3111.9,2023,113,3
ITEM-0004667,video,zh,false,true,COLL-016,thesis,420.62,21,23972,92,12044.2,2016,273,3
ITEM-0004668,audio,fa,false,true,COLL-005,audio interview,203.45,1,38872,80,3189.47,2020,44,2
ITEM-0004669,audio,es,false,true,COLL-001,accessibility,499.06,42,39408,85,6981.87,2016,131,1
ITEM-0004670,audio,it,false,true,COLL-010,"video lecture,metadata quality",171.7,43,30994,91,4270.16,2020,233,3
ITEM-0004671,video,de,false,true,COLL-015,"video lecture,accessibility,audio interview",433.95,32,16455,100,5465.95,2022,31,1
ITEM-0004672,audio,fr,false,true,COLL-010,"metadata quality,linguistics",209.68,48,26518,87,12762.51,2019,293,2
ITEM-0004673,audio,fr,false,true,COLL-012,"accessibility,video lecture,linguistics",133.52,1,33912,99,8397.43,2025,238,3
ITEM-0004674,audio,zh,false,false,COLL-013,"metadata quality,machine learning",233.06,40,27151,97,11898.89,2015,233,2
ITEM-0004675,video,fa,false,false,COLL-015,"video lecture,linguistics",329.79,43,23874,92,9289.21,2021,256,2
ITEM-0004676,video,fr,false,true,COLL-010,linguistics,282.8,2,24559,82,4577.15,2015,336,1
ITEM-0004677,video,fr,true,true,COLL-004,"digital preservation,linguistics",154.01,38,20406,80,8347.89,2024,33,3
ITEM-0004678,audio,zh,false,false,COLL-020,"linguistics,video lecture,policy",136.01,12,20703,89,5302.94,2020,295,1
ITEM-0004679,audio,it,false,true,COLL-015,video lecture,293.11,8,24463,96,8253.22,2023,8,3
ITEM-0004680,video,zh,false,true,COLL-019,"thesis,video lecture",307.35,5,39101,100,5179.7,2019,361,3
ITEM-0004681,video,es,false,true,COLL-010,metadata quality,464.93,16,25445,85,6454.97,2018,230,2
ITEM-0004682,audio,zh,false,true,COLL-002,"audio interview,accessibility",473.24,9,31157,89,5506.93,2017,233,2
ITEM-0004683,audio,fa,false,true,COLL-016,"policy,poster",472.82,24,20053,89,6212.97,2024,24,3
ITEM-0004684,audio,fa,false,true,COLL-010,"audio interview,video lecture",379.5,2,26648,83,6518.88,2021,44,3
ITEM-0004685,video,ar,false,true,COLL-009,"metadata quality,training material",122.56,42,36637,90,13194.99,2025,92,1
ITEM-0004686,video,en,false,true,COLL-008,"audio interview,machine learning",456.9,36,27988,99,9167.48,2025,74,1
ITEM-0004687,audio,zh,false,false,COLL-011,thesis,189.26,32,35790,91,6944.61,2015,217,3
ITEM-0004688,audio,fr,false,true,COLL-009,"audio interview,poster",359.28,35,27478,93,9437.23,2018,130,1
ITEM-0004689,video,ar,false,true,COLL-019,machine learning,317.43,19,35689,100,10033.28,2015,108,2
ITEM-0004690,video,fa,false,true,COLL-011,"policy,thesis",355.69,20,21466,93,12842.72,2016,145,3
ITEM-0004691,audio,fa,false,true,COLL-007,poster,442.92,22,26756,98,3167.11,2018,116,3
ITEM-0004692,audio,es,false,false,COLL-002,training material,495.25,44,20096,86,3563.71,2023,21,1
ITEM-0004693,video,it,false,true,COLL-017,poster,305.86,2,32960,86,13565.14,2025,227,1
ITEM-0004694,video,fa,false,true,COLL-017,"thesis,linguistics",382.7,1,29840,97,11766.69,2025,137,3
ITEM-0004695,audio,fr,false,true,COLL-020,"machine learning,accessibility,audio interview",476.49,35,34575,93,6449.19,2017,192,1
ITEM-0004696,video,it,false,true,COLL-010,poster,140.7,15,34527,89,5031.12,2019,82,2
ITEM-0004697,audio,es,false,true,COLL-008,"video lecture,training material,audio interview",240.29,24,20830,86,12731.13,2020,293,3
ITEM-0004698,audio,en,false,true,COLL-020,metadata quality,337.0,14,16155,84,12824.36,2024,154,1
ITEM-0004699,video,ar,false,true,COLL-002,"accessibility,training material",369.43,32,18620,92,3408.33,2020,253,1
ITEM-0004700,video,fa,false,true,COLL-014,"policy,machine learning",154.95,6,27350,94,12625.27,2016,288,2
ITEM-0004701,audio,en,false,true,COLL-013,"poster,accessibility",434.35,6,17942,100,11677.88,2020,228,1
ITEM-0004702,video,fa,false,true,COLL-016,"thesis,accessibility",197.1,17,30616,90,10379.61,2021,236,3
ITEM-0004703,audio,ar,false,true,COLL-007,"thesis,audio interview",288.4,24,15218,98,13637.93,2019,349,1
ITEM-0004704,audio,en,false,true,COLL-006,accessibility,192.77,5,34919,89,9096.11,2015,248,3
ITEM-0004705,audio,ar,false,true,COLL-016,"policy,audio interview,poster",425.37,25,15920,94,8107.59,2024,319,2
ITEM-0004706,audio,it,false,true,COLL-016,"linguistics,digital preservation",162.25,33,25179,84,11263.06,2016,351,2
ITEM-0004707,video,es,false,true,COLL-014,linguistics,149.56,48,36606,99,5697.62,2024,236,2
ITEM-0004708,audio,fr,false,true,COLL-017,"digital preservation,policy,audio interview",278.67,33,36900,89,11585.63,2023,147,3
ITEM-0004709,audio,de,false,true,COLL-017,"machine learning,thesis",152.91,1,26277,91,10250.35,2020,82,3
ITEM-0004710,video,fr,false,true,COLL-015,"linguistics,thesis,audio interview",444.86,11,23976,96,4589.72,2021,48,3
ITEM-0004711,video,zh,false,true,COLL-011,"accessibility,thesis,linguistics",236.32,14,27775,89,13744.92,2018,111,3
ITEM-0004712,audio,es,false,true,COLL-012,"training material,accessibility,digital preservation",151.57,9,27200,82,13802.87,2023,25,1
ITEM-0004713,audio,de,false,false,COLL-004,thesis,194.26,3,27589,97,8863.33,2022,135,3
ITEM-0004714,video,ar,false,true,COLL-016,"training material,accessibility",369.51,21,20657,90,11010.66,2017,353,3
ITEM-0004715,video,en,false,true,COLL-017,audio interview,141.25,14,36418,82,14327.62,2018,44,1
ITEM-0004716,video,ar,false,false,COLL-012,"accessibility,policy,thesis",149.92,23,29383,85,13799.14,2025,239,2
ITEM-0004717,video,fa,false,true,COLL-012,"poster,accessibility,metadata quality",407.92,22,28319,86,2759.22,2017,344,3
ITEM-0004718,video,zh,false,true,COLL-014,accessibility,268.58,6,37047,91,6628.42,2016,230,2
ITEM-0004719,audio,zh,false,false,COLL-019,"video lecture,accessibility",302.46,11,30850,82,6256.91,2024,54,1
ITEM-0004720,video,zh,false,true,COLL-011,"thesis,training material,machine learning",266.08,36,18227,89,12981.72,2015,64,3
ITEM-0004721,video,es,false,true,COLL-020,"poster,training material",372.6,2,20226,99,5896.56,2023,195,2
ITEM-0004722,audio,es,false,true,COLL-017,"training material,accessibility",421.57,45,33879,93,6550.96,2017,196,1
ITEM-0004723,video,es,false,true,COLL-016,linguistics,246.73,8,37321,88,10820.8,2024,185,2
ITEM-0004724,video,fr,true,false,COLL-012,linguistics,338.61,35,32918,93,7735.82,2016,120,2
ITEM-0004725,video,es,false,false,COLL-013,"poster,training material,video lecture",316.04,5,16977,94,9859.96,2025,230,2
ITEM-0004726,video,it,false,true,COLL-002,"video lecture,accessibility,audio interview",153.99,6,17986,97,9171.38,2022,222,2
ITEM-0004727,audio,fa,false,true,COLL-005,accessibility,353.63,24,29837,92,12813.23,2022,142,2
ITEM-0004728,audio,fa,false,true,COLL-004,linguistics,495.34,12,24411,86,11600.88,2019,116,3
